약국명,주소,전화번호
소나무약국,"서울특별시 노원구 노원로 330, 롯데마트 지하1층 (중계동)",02-931-1996
소담약국,"서울특별시 마포구 성암로 179, 한샘상암 1층 (상암동)",02-304-0779
소담약국,"서울특별시 종로구 성균관로 18, (명륜2가)",02-765-2126
소담약국,"서울특별시 강남구 테헤란로 337, 1층 (역삼동)",02-552-9593
소라약국,"서울특별시 광진구 면목로 117, 1층 102호 (중곡동, 바론채)",02-469-5566
소리약국,"서울특별시 강동구 구천면로 192, 110호 (천호동)",02-474-1964
소망메디컬약국,서울특별시 동작구 서달로 157 (흑석동),02-826-2223
소망약국,"서울특별시 강남구 테헤란로87길 13, 1층 (삼성동, 서영빌딩)",02-555-6806
소망약국,"서울특별시 관악구 남부순환로 1956, 지하1층 (봉천동)",02-876-5588
소망약국,"서울특별시 서초구 서초중앙로 26, 2층 221호 (서초동, 래미안 서초유니빌)",02-598-6335
소망약국,서울특별시 노원구 한글비석로 253  (중계동),02-933-3383
소망약국,"서울특별시 종로구 종로 335, 1층 (창신동, 원풍빌딩)",02-742-0075
소망약국,서울특별시 강서구 공항대로41길 76,02-3665-8853
소망약국,"서울특별시 도봉구 마들로 691, 1층 (도봉동)",02-954-7291
소망약국,"서울특별시 영등포구 영신로19길 23, (영등포동)",02-845-4054
소망약국,"서울특별시 동작구 신대방1가길 38, 105동 305, 306호 (신대방동, 동작상떼빌아파트)",02-6337-3107
소망약국,서울특별시 중구 퇴계로88길 42,02-2253-2355
소망약국,서울특별시 성북구 정릉로 322 (정릉동),02-918-8055
소망약국,"서울특별시 동대문구 홍릉로 28, 성일빌딩 1층 (청량리동)",02-967-9626
소망약국,"서울특별시 강북구 한천로 1088, 1층 (수유동, 현진빌딩)",02-903-3353
소망약국,"서울특별시 금천구 독산로 252, 1층 (독산동)",02-855-2054
소망약국,"서울특별시 용산구 이촌로 264, 106호(이촌동,삼익상가)",02-795-5582
소망약국,"서울특별시 마포구 양화로 165, 상진빌딩 지하1층 (동교동)",02-336-0630
소망약국,"서울특별시 양천구 오목로 322, 1층 (목동)",02-2653-0947
소망온누리약국,서울특별시 은평구 가좌로5길 22-1 (응암동),02-373-6288
소망온누리약국,서울특별시 광진구 능동로 318 (중곡동),02-2201-2236
소망온누리약국,"서울특별시 강남구 학동로 338 102호 (논현동, 강남파라곤)",02-543-1287
소망온누리약국,서울특별시 양천구 지양로 68 (신월동),02-2699-5662
소명약국,서울특별시 용산구 우사단로 43 (이태원동),02-795-9954
소명약국,서울특별시 서대문구 모래내로15길 68 (남가좌동),02-302-7575
소명약국,"서울특별시 노원구 동일로250길 17, 108호 (상계동, 은빛3단지아파트)",02-934-9114
소백약국,"서울특별시 송파구 양산로 12, 세신거여훼미리타운 1층 107호 (거여동)",02-400-8805
소생약국,"서울특별시 서대문구 응암로 81, 1층 (북가좌동)",02-303-7793
소아제일약국,"서울특별시 용산구 청파로 383-8, (서계동)",02-711-2223
소원약국,"서울특별시 은평구 은평터널로 16, DMC파인시티자이 상가동 304,305호 (수색동)",02-372-6474
소원약국,서울특별시 강북구 도봉로 205 (미아동),02-988-0691
소원약국,"서울특별시 강서구 강서로 173, 터보빌딩 2층 일부호 (화곡동)",02-2608-3533
소원약국,"서울특별시 성북구 개운사길 2, 1층 (안암동5가)",02-3291-1905
소중한약국,"서울특별시 양천구 오목로 64, 1층 (신월동)",02-2607-4061
소화약국,"서울특별시 영등포구 버드나루로7길 7, (영등포동2가)",02-2635-4341
소화약국,"서울특별시 강남구 남부순환로363길 17, 1층 (도곡동)",02-3463-1500
소화약국,서울특별시 동작구 여의대방로24나길 2 (대방동),02-821-4551
소화약국,"서울특별시 서초구 방배로 87, 1층 1호 (방배동)",02-558-3400
소화약국,"서울특별시 노원구 상계로 320, 불암빌딩 (상계동)",02-931-0415
속편한약국,"서울특별시 은평구 갈현로 206, (갈현동)",02-356-9200
손약국,"서울특별시 노원구 상계로3길 10, 한일빌딩 304호 (상계동)",02-936-8283
손약국,"서울특별시 송파구 백제고분로 405, 1층 (송파동)",02-421-8684
손약국,"서울특별시 영등포구 대림로21길 14, 상석빌딩 1층 (대림동)",02-832-3722
손약국,"서울특별시 중랑구 중랑역로 62, 1층 (중화동)",02-439-0833
손온누리약국,서울특별시 도봉구 도봉로 626 (창동),02-904-3644
솔밭약국,"서울특별시 강북구 삼양로 579, 화성빌딩 1층 (우이동)",050-71319-4413
솔벗약국,서울특별시 서대문구 세검정로 72 (홍제동),02-3216-8151
솔빛동양약국,"서울특별시 강남구 언주로30길 10, 현대비전21 110호 (도곡동)",070-7740-5462
솔빛약국,"서울특별시 중랑구 면목로 456, 한성빌딩 3층 (면목동)",02-496-9053
솔샘온누리약국,서울특별시 강북구 솔샘로 295-1 (미아동),02-988-2209
솔샘우리약국,"서울특별시 강북구 솔샘로 203, 1층 (미아동)",02-987-5634
솔솔약국,"서울특별시 강동구 양재대로 1365, 심포니타워 111호 (성내동)",02-486-2005
솔약국,"서울특별시 중구 퇴계로 447, 108,109호 (황학동, 황학 아크로타워)",02-6369-5203
솔약국,"서울특별시 강서구 양천로 564, 등촌동두산위브센티움 131호 (등촌동)",02-3662-8899
솔약국,"서울특별시 강남구 개포로 615, 석탑프라자 101호 (개포동)",02-2226-9828
솔약국,"서울특별시 서초구 효령로 237, 103-1호 (서초동, 서초한신리빙타워)",02-523-6875
솔약국,"서울특별시 용산구 백범로 341, 128-1호 (원효로1가, 리첸시아 용산)",02-3272-1117
솔약국,"서울특별시 은평구 진관4로 77, 702동 113호 (진관동, 은평뉴타운상림마을)",02-355-5304
솔약국,"서울특별시 성북구 돌곶이로40길 46, 상가1동 5호 (장위동, 꿈의숲 아이파크)",02-943-5988
솔약국,서울특별시 서대문구 수색로 32 ,02-372-3775
솔약국,"서울특별시 강동구 진황도로 85 (길동) 강동큐브2차105,106호",070-7122-0075
솔약국,"서울특별시 강북구 솔샘로 167, 지하층 312호 (미아동, 상가동)",02-988-3078
솔잎약국,서울특별시 강남구 개포로 615  (개포동),02-445-8928
솔트약국,서울특별시 강서구 양천로 660 왈도강서캠퍼스 L02호 (염창동),02-2658-1770
솔향기약국,"서울특별시 강남구 개포로31길 19-16, 1층 101호 (개포동, 개포동 1264-13 다세대주택)",02-6205-8088
송&김약국,"서울특별시 영등포구 도신로 88, (신길동)",02-848-6596
송도약국,"서울특별시 강북구 도봉로 343, 야산빌딩 1층 (수유동)",02-908-4270
송송약국,"서울특별시 종로구 종로 19, 116-1 (종로1가)",02-733-4425
송송약국,"서울특별시 성동구 왕십리로 410, 106호 (하왕십리동, 센트라스)",02-6285-0017
송약국,"서울특별시 성동구 마장로 137, 텐즈힐몰 2층 2154호 (상왕십리동, 텐즈힐)",02-6012-0694
송약국,"서울특별시 강서구 양천로 637, 104호(염창동,삼성아파트상가)",02-2659-2526
송약국,"서울특별시 동작구 상도로 246, 1층 (상도동)",02-3280-8710
송약국,"서울특별시 양천구 오목로 325, 지하1층 (목동)",02-2062-2575
송원온누리약국,"서울특별시 성북구 종암로 132, 201호 (종암동, 종암우림카이저팰리스)",02-915-3500
송이약국,"서울특별시 종로구 종로 19, 르메이에르종로타운1 2층 206-1호 (종로1가)",02-720-1777
송이온누리약국,"서울특별시 중랑구 신내로 211 , 212호 (신내동)",02-6743-4262
송정약국,"서울특별시 중랑구 면목로 495, (상봉동)",02-433-1558
송정온누리약국,"서울특별시 강서구 공항대로 34, 1층 (공항동)",02-2661-7563
송파24약국,"서울특별시 송파구 송파대로 111, 하비오길 송파대로202동 161호 (문정동, 파크하비오)",02-400-1502
송파그랜드약국,"서울특별시 송파구 문정로4길 14, 동산빌딩 1층 (문정동)",02-426-0610
송파미소약국,"서울특별시 송파구 올림픽로35길 10, B동 308-1호 (신천동, 파크리오)",02-425-3296
송파새길약국,"서울특별시 송파구 송파대로 145, 문정 오벨리스크 108호 (문정동)",02-449-6474
송파새롬약국,"서울특별시 송파구 송파대로28길 27 (가락동, 성원상떼빌 102동 202호)",02-403-4131
송파샘약국,서울특별시 송파구 양재대로 925 1A상가 2층 (가락동),02-430-9888
송파온누리약국,서울특별시 송파구 오금로32길 28 (송파동),02-422-4262
송파우리약국,"서울특별시 송파구 토성로 65 (풍납동, 태양상가 108호)",02-473-9119
송파웰약국,"서울특별시 송파구 오금로 239, 1층 102호 (방이동)",02-425-5777
송파제일약국,"서울특별시 송파구 동남로 217, 동희빌딩 1층 (가락동)",02-409-6262
송파중앙약국,"서울특별시 송파구 오금로 91, 1층 (방이동)",02-417-0255
송파태양약국,서울특별시 송파구 백제고분로48길 22 (방이동),02-424-3641
송파프라자약국,"서울특별시 송파구 가락로 112, 내경빌딩 (석촌동)",02-425-0539
송파하나약국,"서울특별시 송파구 마천로41길 1, 1층 (마천동)",070-8226-3999
송파한약국,"서울특별시 송파구 백제고분로39길 16, 2층 (석촌동, 석촌빌딩)",02-416-6336
송파힘찬약국,"서울특별시 송파구 송파대로 141, 르피에드 120호 (문정동)",02-406-2007
송화약국,"서울특별시 강서구 강서로 251, 세란빌딩 1층 3호 (내발산동)",050-71311-1566
수도약국,"서울특별시 광진구 광나루로 529, 1층 (구의동)",02-447-8114
수도약국,"서울특별시 종로구 인사동길 40, (관훈동)",02-732-3336
수도약국,서울특별시 금천구 가산로3길 93,02-855-3052
수도약국,"서울특별시 도봉구 도봉로 727, 1층 (방학동)",02-955-7779
수락100세약국,서울특별시 노원구 동일로 1673 (상계동),02-937-2103
수락프라자약국,서울특별시 노원구 동일로 1669 (상계동),02-935-7523
수려한약국,"서울특별시 마포구 월드컵북로 137, 1층 2호 (성산동, 씨에스타워)",02-325-8487
수명산약국,"서울특별시 강서구 수명로 68-11 107호 (내발산동, 발산타워)",02-2667-6363
수명약국,"서울특별시 성동구 왕십리로 94-2, 1층 (성수동1가)",02-464-8887
수민약국,"서울특별시 은평구 연서로 222, 102호 (대조동, 유니온빌딩)",02-352-3177
수범약국,"서울특별시 영등포구 경인로 835, (영등포동4가)",02-2678-2288
수보약국,서울특별시 성북구 솔샘로6길 63 (정릉동),02-914-1555
수복약국,서울특별시 용산구 새창로12길 12 (도원동),02-714-0667
수빈온누리약국,서울특별시 강동구 풍성로 116  (성내동),02-471-2276
수산약국,"서울특별시 동작구 노들로 674, 노량진수산물도매시장 2층 (노량진동)",02-2254-8275
수서두리약국,"서울특별시 강남구 광평로 280, 로즈데일빌딩 1층 121호 (수서동)",02-451-2260
수서메디칼약국,"서울특별시 강남구 밤고개로1길 10, 210호 (수서동, 수서현대벤쳐빌)",02-2040-6799
수서세종약국,"서울특별시 강남구 광평로51길 6-11, 문암빌딩 2층 (수서동)",02-3411-9464
수서역약국,서울특별시 강남구 광평로 지하 270 수서역 지하 1층 (수서동),02-3412-5533
수서역정민아약국,"서울특별시 강남구 광평로56길 8-13, 1층 101호 (수서동, 수서타워)",02-3412-7655
수서옵티마약국,서울특별시 강남구 광평로51길 8  (수서동),02-3412-7430
수서이약국,"서울특별시 강남구 광평로 280, 로즈데일빌딩 1층 104호 (수서동)",02-3413-3336
수성약국,"서울특별시 영등포구 양평로 68, DN빌딩 1층 (당산동6가)",02-2633-3669
수성약국,"서울특별시 노원구 상계로1길 66, 1층102호 (상계동)",02-937-4135
수성약국,"서울특별시 중랑구 신내로 115  (신내동, 신내10단지신내아파트)",02-3421-3649
수약국,"서울특별시 중랑구 신내로 82, 금강프라자 1층 108호 (신내동)",02-3421-1459
수약국,"서울특별시 강남구 선릉로69길 19  (역삼동, 역삼래미안아파트)",02-563-1601
수약국,서울특별시 강서구 화곡로61길 26 (등촌동),02-2659-0053
수약국,서울특별시 구로구 중앙로15길 107  (고척동),02-2611-5435
수약국,"서울특별시 노원구 노해로 480 (상계동, 1층)",02-930-0580
수약국,"서울특별시 양천구 중앙로 247, 1층 (신정동)",02-2699-7189
수약국,"서울특별시 서초구 동작대로 134, 5층 (방배동,가나안빌딩)",02-3478-2929
수약국,"서울특별시 용산구 백범로51길 6, 지하1층 (효창동)",02-701-8224
수약국,서울특별시 영등포구 도신로 90 (신길동),02-848-3294
수약국,서울특별시 서대문구 수색로 48  (남가좌동),02-376-6710
수약국,"서울특별시 마포구 월드컵로 151, (망원동)",02-6085-1469
수약국,"서울특별시 강서구 방화동로 102, 103호 (방화동)",02-2666-8182
수약국,"서울특별시 강동구 올림픽로 774, 1층 3호 (암사동)",02-426-1761
수약국,"서울특별시 송파구 가락로 113 (석촌동, 금도빌딩 104호)",02-423-2664
수약국,"서울특별시 관악구 남부순환로 1912, 1층 (봉천동)",070-4607-5784
수약국,"서울특별시 금천구 시흥대로 201, 삼성홈플러스 지하1층 (시흥동)",02-891-9991
수연약국,서울특별시 중구 서소문로 138,02-777-1578
수온누리약국,"서울특별시 강남구 테헤란로 216, 신웅타워 1층 (역삼동)",02-553-6902
수온누리약국,"서울특별시 동작구 동작대로 65, 1층 (사당동)",02-581-6678
수온누리약국,"서울특별시 강북구 삼양로19길 25, 107동 2호 (미아동, 삼성래미안트리베라1차아파트)",02-980-1854
수온누리약국,서울특별시 영등포구  선유로  63 (문래동6가),02-3667-7092
수유동약국,서울특별시 강북구 수유로 83 (수유동),02-903-1313
